Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Constituency,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Constituency Code,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force,Water company,Plus Code,Average Income,Sewage Company,Travel To Work Area,ITL level 2,ITL level 3
OX1 2DB,No,51.754494,-1.260373,451151,206459,SP511064,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford East",1980-01-01,2013-07-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,70,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00145303,E14000873,21643,1,1,2021-09-22,"Oxford",0.681852,OX,OX1,"Thames Valley","Thames Water",9C3WQP3Q+QV,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2DD,Yes,51.754311,-1.267083,450688,206434,SP506064,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford West and Abingdon",1995-12-01,,"Oxford, unparished area","",75,39,"Oxford","Oxford","Oxford 009D","Urban city and town",South East,60,,E01028551,Oxfordshire,E02005948,"Osney, Jericho & Port Meadow",E43000128,E00145454,E14000874,18117,1,0,2021-09-22,"Oxford",0.229797,OX,OX1,"Thames Valley","Thames Water",9C3WQP3M+P5,58500,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2DE,Yes,51.753336,-1.260624,451135,206330,SP511063,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford East",2015-11-01,,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,68,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00145303,E14000873,21643,1,0,2021-09-22,"Oxford",0.655764,OX,OX1,"Thames Valley","Thames Water",9C3WQP3Q+8Q,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2DF,Yes,51.754386,-1.261751,451056,206446,SP510064,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford East",1990-02-01,,"Oxford, unparished area","",61,43,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,67,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00145303,E14000873,21643,1,0,2021-09-22,"Oxford",0.586384,OX,OX1,"Thames Valley","Thames Water",9C3WQP3Q+Q7,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2DG,No,51.752828,-1.258531,451280,206275,SP512062,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford East",1987-04-01,1999-06-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,73,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00145303,E14000873,21643,1,1,2021-09-22,"Oxford",0.802943,OX,OX1,"Thames Valley","",9C3WQP3R+4H,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2DH,Yes,51.753031,-1.260831,451121,206296,SP511062,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford East",1980-01-01,,"Oxford, unparished area","",9,3,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,68,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172575,E14000873,21643,1,0,2021-09-22,"Oxford",0.643366,OX,OX1,"Thames Valley","Thames Water",9C3WQP3Q+6M,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2DJ,No,51.751271,-1.261164,451100,206100,SP511060,"Oxfordshire","Oxford","Osney & St Thomas",E07000178,E05013111,England,E10000025,"Oxford East",1980-01-01,1995-01-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,69,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172575,E14000873,21643,8,1,2021-09-22,"Oxford",0.665999,OX,OX1,"Thames Valley","",9C3WQP2Q+GG,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2DL,Yes,51.752761,-1.260749,451127,206266,SP511062,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford East",1980-01-01,,"Oxford, unparished area","",312,0,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,68,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00145303,E14000873,21643,1,1,2021-09-22,"Oxford",0.652068,OX,OX1,"Thames Valley","Thames Water",9C3WQP3Q+4P,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2DN,No,51.753336,-1.260624,451135,206330,SP511063,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford East",1980-01-01,2015-08-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,68,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00145303,E14000873,21643,1,1,2021-09-22,"Oxford",0.655764,OX,OX1,"Thames Valley","Thames Water",9C3WQP3Q+8Q,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2DP,Yes,51.752178,-1.259484,451215,206202,SP512062,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford East",1992-08-01,,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,72,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00145303,E14000873,21643,1,0,2021-09-22,"Oxford",0.748428,OX,OX1,"Thames Valley","Thames Water",9C3WQP2R+V6,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2DQ,No,51.752018,-1.259776,451195,206184,SP511061,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford East",1990-02-01,1998-12-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,72,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00145303,E14000873,21643,1,1,2021-09-22,"Oxford",0.732523,OX,OX1,"Thames Valley","",9C3WQP2R+R3,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2DR,Yes,51.753395,-1.259141,451237,206338,SP512063,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford East",1985-10-01,,"Oxford, unparished area","",6,3,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,71,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00145303,E14000873,21643,1,0,2021-09-22,"Oxford",0.757619,OX,OX1,"Thames Valley","Thames Water",9C3WQP3R+98,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2DS,No,51.753127,-1.260265,451160,206307,SP511063,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford East",1980-01-01,1998-12-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,69,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00145303,E14000873,21643,1,1,2021-09-22,"Oxford",0.681456,OX,OX1,"Thames Valley","Thames Water",9C3WQP3Q+7V,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2DT,No,51.753069,-1.261135,451100,206300,SP510062,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford East",1980-01-01,1995-01-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,67,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172575,E14000873,21643,8,1,2021-09-22,"Oxford",0.622188,OX,OX1,"Thames Valley","Thames Water",9C3WQP3Q+6G,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2DU,Yes,51.753552,-1.259215,451232,206355,SP512063,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford East",1980-01-01,,"Oxford, unparished area","",10,2,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,72,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00145303,E14000873,21643,1,0,2021-09-22,"Oxford",0.752469,OX,OX1,"Thames Valley","Thames Water",9C3WQP3R+C8,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2DW,Yes,51.752334,-1.260075,451174,206219,SP511062,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford East",1980-01-01,,"Oxford, unparished area","",3,2,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,71,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00145303,E14000873,21643,1,0,2021-09-22,"Oxford",0.705223,OX,OX1,"Thames Valley","Thames Water",9C3WQP2Q+WX,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2DX,No,51.753060,-1.259686,451200,206300,SP512062,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford East",1994-12-01,1995-07-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,71,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00145303,E14000873,21643,8,1,2021-09-22,"Oxford",0.721679,OX,OX1,"Thames Valley","",9C3WQP3R+64,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2DY,No,51.753060,-1.259686,451200,206300,SP512062,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford East",1980-01-01,1994-12-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,71,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00145303,E14000873,21643,8,1,2021-09-22,"Oxford",0.721679,OX,OX1,"Thames Valley","",9C3WQP3R+64,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2DZ,No,51.752289,-1.260061,451175,206214,SP511062,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford East",1981-09-01,1997-12-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,71,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00145303,E14000873,21643,8,1,2021-09-22,"Oxford",0.707102,OX,OX1,"Thames Valley","",9C3WQP2Q+WX,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2EA,Yes,51.752018,-1.259776,451195,206184,SP511061,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford East",1980-01-01,,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,72,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00145303,E14000873,21643,1,1,2021-09-22,"Oxford",0.732523,OX,OX1,"Thames Valley","Thames Water",9C3WQP2R+R3,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2EB,Yes,51.753307,-1.260291,451158,206327,SP511063,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford East",1980-01-01,,"Oxford, unparished area","",12,3,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,69,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00145303,E14000873,21643,1,0,2021-09-22,"Oxford",0.678755,OX,OX1,"Thames Valley","Thames Water",9C3WQP3Q+8V,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2ED,No,51.750231,-1.267367,450673,205980,SP506059,"Oxfordshire","Oxford","Osney & St Thomas",E07000178,E05013111,England,E10000025,"Oxford East",1980-01-01,2002-11-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008B","Urban city and town",South East,59,,E01028522,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172573,E14000873,5004,1,1,2021-09-22,"Oxford",0.410366,OX,OX1,"Thames Valley","",9C3WQP2M+33,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2EE,No,51.750231,-1.267367,450673,205980,SP506059,"Oxfordshire","Oxford","Osney & St Thomas",E07000178,E05013111,England,E10000025,"Oxford East",1993-01-01,2006-03-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008B","Urban city and town",South East,59,,E01028522,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172573,E14000873,5004,1,1,2021-09-22,"Oxford",0.410366,OX,OX1,"Thames Valley","",9C3WQP2M+33,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2EF,No,51.750231,-1.267367,450673,205980,SP506059,"Oxfordshire","Oxford","Osney & St Thomas",E07000178,E05013111,England,E10000025,"Oxford East",1993-01-01,2006-03-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008B","Urban city and town",South East,59,,E01028522,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172573,E14000873,5004,1,1,2021-09-22,"Oxford",0.410366,OX,OX1,"Thames Valley","",9C3WQP2M+33,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2EG,No,51.750231,-1.267367,450673,205980,SP506059,"Oxfordshire","Oxford","Osney & St Thomas",E07000178,E05013111,England,E10000025,"Oxford East",1993-01-01,2006-03-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008B","Urban city and town",South East,59,,E01028522,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172573,E14000873,5004,1,1,2021-09-22,"Oxford",0.410366,OX,OX1,"Thames Valley","",9C3WQP2M+33,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2EH,Yes,51.753689,-1.267365,450669,206365,SP506063,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford West and Abingdon",1980-01-01,,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 009D","Urban city and town",South East,61,,E01028551,Oxfordshire,E02005948,"Osney, Jericho & Port Meadow",E43000128,E00145454,E14000874,18117,1,0,2021-09-22,"Oxford",0.193009,OX,OX1,"Thames Valley","Thames Water",9C3WQP3M+F3,58500,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2EJ,No,51.753094,-1.267914,450632,206298,SP506062,"Oxfordshire","Oxford","Osney & St Thomas",E07000178,E05013111,England,E10000025,"Oxford West and Abingdon",1980-01-01,1998-12-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 009D","Urban city and town",South East,62,,E01028551,Oxfordshire,E02005948,"Osney, Jericho & Port Meadow",E43000128,E00145454,E14000874,18117,1,1,2021-09-22,"Oxford",0.160411,OX,OX1,"Thames Valley","",9C3WQP3J+6R,58500,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2EL,No,51.758556,-1.261480,451070,206910,SP510069,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford East",1981-06-01,2009-01-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,68,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00145301,E14000873,21643,1,1,2021-09-22,"Oxford",0.81978,OX,OX1,"Thames Valley","Thames Water",9C3WQP5Q+CC,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2EN,No,51.753115,-1.268378,450600,206300,SP505063,"Oxfordshire","Oxford","Osney & St Thomas",E07000178,E05013111,England,E10000025,"Oxford West and Abingdon",1980-01-01,1994-05-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 009D","Urban city and town",South East,62,,E01028551,Oxfordshire,E02005948,"Osney, Jericho & Port Meadow",E43000128,E00145454,E14000874,18117,8,1,2021-09-22,"Oxford",0.129278,OX,OX1,"Thames Valley","",9C3WQP3J+6J,58500,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2EP,Yes,51.753465,-1.266065,450759,206341,SP507063,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford West and Abingdon",1980-01-01,,"Oxford, unparished area","",7,3,"Oxford","Oxford","Oxford 009D","Urban city and town",South East,61,,E01028551,Oxfordshire,E02005948,"Osney, Jericho & Port Meadow",E43000128,E00145454,E14000874,18117,1,0,2021-09-22,"Oxford",0.281265,OX,OX1,"Thames Valley","Thames Water",9C3WQP3M+9H,58500,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2EQ,No,51.750231,-1.267367,450673,205980,SP506059,"Oxfordshire","Oxford","Osney & St Thomas",E07000178,E05013111,England,E10000025,"Oxford East",1993-01-01,2006-03-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008B","Urban city and town",South East,59,,E01028522,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172573,E14000873,5004,1,1,2021-09-22,"Oxford",0.410366,OX,OX1,"Thames Valley","",9C3WQP2M+33,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2ER,Yes,51.757639,-1.262886,450974,206807,SP509068,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford East",1980-01-01,,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,65,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00145302,E14000873,21643,1,1,2021-09-22,"Oxford",0.679562,OX,OX1,"Thames Valley","Thames Water",9C3WQP5P+3R,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2ES,Yes,51.757677,-1.261726,451054,206812,SP510068,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford East",1980-01-01,,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,67,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00145301,E14000873,21643,1,1,2021-09-22,"Oxford",0.742867,OX,OX1,"Thames Valley","Thames Water",9C3WQP5Q+38,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2ET,No,51.753377,-1.267200,450681,206330,SP506063,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford West and Abingdon",2009-12-01,2016-11-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 009D","Urban city and town",South East,62,,E01028551,Oxfordshire,E02005948,"Osney, Jericho & Port Meadow",E43000128,E00145454,E14000874,18117,1,1,2021-09-22,"Oxford",0.203601,OX,OX1,"Thames Valley","",9C3WQP3M+94,58500,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2EU,No,51.753106,-1.266929,450700,206300,SP507063,"Oxfordshire","Oxford","Osney & St Thomas",E07000178,E05013111,England,E10000025,"Oxford East",2000-07-01,2000-09-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,62,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172575,E14000873,21643,8,1,2021-09-22,"Oxford",0.226012,OX,OX1,"Thames Valley","",9C3WQP3M+66,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2EW,Yes,51.753231,-1.266054,450760,206315,SP507063,"Oxfordshire","Oxford","Osney & St Thomas",E07000178,E05013111,England,E10000025,"Oxford East",1980-01-01,,"Oxford, unparished area","",10,0,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,62,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172575,E14000873,21643,1,0,2021-09-22,"Oxford",0.283538,OX,OX1,"Thames Valley","Thames Water",9C3WQP3M+7H,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2EX,No,51.750231,-1.267367,450673,205980,SP506059,"Oxfordshire","Oxford","Osney & St Thomas",E07000178,E05013111,England,E10000025,"Oxford East",1980-01-01,2006-03-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008B","Urban city and town",South East,59,,E01028522,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172573,E14000873,5004,1,1,2021-09-22,"Oxford",0.410366,OX,OX1,"Thames Valley","",9C3WQP2M+33,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2EY,No,51.750231,-1.267367,450673,205980,SP506059,"Oxfordshire","Oxford","Osney & St Thomas",E07000178,E05013111,England,E10000025,"Oxford East",1993-01-01,2006-03-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008B","Urban city and town",South East,59,,E01028522,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172573,E14000873,5004,1,1,2021-09-22,"Oxford",0.410366,OX,OX1,"Thames Valley","",9C3WQP2M+33,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2EZ,Yes,51.753846,-1.265932,450768,206383,SP507063,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford West and Abingdon",1980-01-01,,"Oxford, unparished area","",32,20,"Oxford","Oxford","Oxford 009D","Urban city and town",South East,60,,E01028551,Oxfordshire,E02005948,"Osney, Jericho & Port Meadow",E43000128,E00145454,E14000874,18117,1,0,2021-09-22,"Oxford",0.292979,OX,OX1,"Thames Valley","Thames Water",9C3WQP3M+GJ,58500,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2FA,No,51.750231,-1.267367,450673,205980,SP506059,"Oxfordshire","Oxford","Osney & St Thomas",E07000178,E05013111,England,E10000025,"Oxford East",2001-06-01,2006-03-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008B","Urban city and town",South East,59,,E01028522,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172573,E14000873,5004,1,1,2021-09-22,"Oxford",0.410366,OX,OX1,"Thames Valley","",9C3WQP2M+33,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2FB,No,51.755563,-1.263050,450965,206576,SP509065,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford East",1997-06-01,1997-12-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,65,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00145302,E14000873,21643,6,1,2021-09-22,"Oxford",0.539904,OX,OX1,"Thames Valley","",9C3WQP4P+6Q,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2FS,No,51.753909,-1.266018,450762,206390,SP507063,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford West and Abingdon",2012-07-01,2013-04-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 009D","Urban city and town",South East,60,,E01028551,Oxfordshire,E02005948,"Osney, Jericho & Port Meadow",E43000128,E00145454,E14000874,18117,5,0,2021-09-22,"Oxford",0.288147,OX,OX1,"Thames Valley","",9C3WQP3M+HH,58500,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2FU,No,51.750231,-1.267367,450673,205980,SP506059,"Oxfordshire","Oxford","Osney & St Thomas",E07000178,E05013111,England,E10000025,"Oxford East",1995-07-01,1997-06-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008B","Urban city and town",South East,59,,E01028522,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172573,E14000873,5004,8,1,2021-09-22,"Oxford",0.410366,OX,OX1,"Thames Valley","",9C3WQP2M+33,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2HA,No,51.750231,-1.267367,450673,205980,SP506059,"Oxfordshire","Oxford","Osney & St Thomas",E07000178,E05013111,England,E10000025,"Oxford East",1993-01-01,2006-03-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008B","Urban city and town",South East,59,,E01028522,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172573,E14000873,5004,1,1,2021-09-22,"Oxford",0.410366,OX,OX1,"Thames Valley","",9C3WQP2M+33,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2HB,Yes,51.754199,-1.263565,450931,206424,SP509064,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford West and Abingdon",1980-01-01,,"Oxford, unparished area","",462,0,"Oxford","Oxford","Oxford 009D","Urban city and town",South East,64,,E01028551,Oxfordshire,E02005948,"Osney, Jericho & Port Meadow",E43000128,E00175321,E14000874,18117,1,1,2021-09-22,"Oxford",0.459888,OX,OX1,"Thames Valley","Thames Water",9C3WQP3P+MH,58500,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2HD,Yes,51.755914,-1.263073,450963,206615,SP509066,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford East",1980-01-01,,"Oxford, unparished area","",110,40,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,64,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00145302,E14000873,21643,1,0,2021-09-22,"Oxford",0.556225,OX,OX1,"Thames Valley","Thames Water",9C3WQP4P+9Q,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2HE,Yes,51.756247,-1.263658,450922,206652,SP509066,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford West and Abingdon",2019-10-01,,"Oxford, unparished area","",63,0,"Oxford","Oxford","Oxford 009D","Urban city and town",South East,63,,E01028551,Oxfordshire,E02005948,"Osney, Jericho & Port Meadow",E43000128,E00175321,E14000874,18117,1,0,2021-09-22,"Oxford",0.541348,OX,OX1,"Thames Valley","Thames Water",9C3WQP4P+FG,58500,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 2HF,No,51.758132,-1.262617,450992,206862,SP509068,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford East",1980-01-01,2020-06-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,66,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00145301,E14000873,21643,1,1,2021-09-22,"Oxford",0.730808,OX,OX1,"Thames Valley","Thames Water",9C3WQP5P+7X,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
