Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Constituency,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Constituency Code,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force,Water company,Plus Code,Average Income,Sewage Company,Travel To Work Area,ITL level 2,ITL level 3
RG14 2TE,Yes,51.422613,-1.300531,448732,169521,SU487695,"","West Berkshire","Newbury Speen",E06000037,E05012144,England,E99999999,"Newbury",1995-07-01,,"Shaw cum Donnington","",10,5,"","","West Berkshire 012D","Rural village",South East,89,,E01016324,,E02003378,"Newbury North West",E04001187,E00082459,E14000830,26905,1,0,2021-09-22,"Newbury Racecourse",2.73063,RG,RG14,"Thames Valley","Thames Water",9C3WCMFX+2Q,49100,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2TF,Yes,51.433543,-1.301443,448657,170736,SU486707,"","West Berkshire","Newbury Speen",E06000037,E05012144,England,E99999999,"Newbury",1995-07-01,,"Shaw cum Donnington","",37,12,"","","West Berkshire 012D","Rural village",South East,103,,E01016324,,E02003378,"Newbury North West",E04001187,E00082459,E14000830,26905,1,0,2021-09-22,"Newbury Racecourse",3.92311,RG,RG14,"Thames Valley","Thames Water",9C3WCMMX+CC,49100,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2TG,Yes,51.420593,-1.299665,448794,169297,SU487692,"","West Berkshire","Newbury Speen",E06000037,E05012144,England,E99999999,"Newbury",1995-07-01,,"Shaw cum Donnington","",11,4,"","","West Berkshire 012D","Rural village",South East,103,,E01016324,,E02003378,"Newbury North West",E04001187,E00082459,E14000830,26905,1,0,2021-09-22,"Newbury Racecourse",2.52309,RG,RG14,"Thames Valley","Thames Water",9C3WCPC2+64,49100,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2TH,Yes,51.427566,-1.294328,449158,170076,SU491700,"","West Berkshire","Newbury Speen",E06000037,E05012144,England,E99999999,"Newbury",1995-07-01,,"Shaw cum Donnington","",49,16,"","","West Berkshire 012D","Rural village",South East,91,,E01016324,,E02003378,"Newbury North West",E04001187,E00082459,E14000830,26905,1,0,2021-09-22,"Newbury Racecourse",3.3662,RG,RG14,"Thames Valley","Thames Water",9C3WCPH4+27,49100,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2TQ,Yes,51.425627,-1.294904,449120,169860,SU491698,"","West Berkshire","Newbury Speen",E06000037,E05012144,England,E99999999,"Newbury",1995-07-01,,"Shaw cum Donnington","",2,1,"","","West Berkshire 012D","Rural village",South East,94,,E01016324,,E02003378,"Newbury North West",E04001187,E00082459,E14000830,26905,1,0,2021-09-22,"Newbury Racecourse",3.1482,RG,RG14,"Thames Valley","Thames Water",9C3WCPG4+72,49100,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2UX,No,51.400009,-1.322251,447245,166993,SU472669,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",2008-05-01,2009-03-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,80,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082570,E14000830,17784,1,1,2021-09-22,"Newbury",0.265535,RG,RG14,"Thames Valley","",9C3WCM2H+23,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2WA,No,51.425627,-1.294904,449120,169860,SU491698,"","West Berkshire","Newbury Speen",E06000037,E05012144,England,E99999999,"Newbury",2001-08-01,2001-10-01,"Shaw cum Donnington","",,,"","","West Berkshire 012D","Rural village",South East,94,,E01016324,,E02003378,"Newbury North West",E04001187,E00082459,E14000830,26905,5,1,2021-09-22,"Newbury Racecourse",3.1482,RG,RG14,"Thames Valley","",9C3WCPG4+72,49100,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2WB,No,51.425627,-1.294904,449120,169860,SU491698,"","West Berkshire","Newbury Speen",E06000037,E05012144,England,E99999999,"Newbury",2001-12-01,2003-07-01,"Shaw cum Donnington","",,,"","","West Berkshire 012D","Rural village",South East,94,,E01016324,,E02003378,"Newbury North West",E04001187,E00082459,E14000830,26905,5,1,2021-09-22,"Newbury Racecourse",3.1482,RG,RG14,"Thames Valley","",9C3WCPG4+72,49100,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2WD,No,51.425627,-1.294904,449120,169860,SU491698,"","West Berkshire","Newbury Speen",E06000037,E05012144,England,E99999999,"Newbury",2001-12-01,2003-07-01,"Shaw cum Donnington","",,,"","","West Berkshire 012D","Rural village",South East,94,,E01016324,,E02003378,"Newbury North West",E04001187,E00082459,E14000830,26905,5,1,2021-09-22,"Newbury Racecourse",3.1482,RG,RG14,"Thames Valley","",9C3WCPG4+72,49100,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2WE,No,51.425627,-1.294904,449120,169860,SU491698,"","West Berkshire","Newbury Speen",E06000037,E05012144,England,E99999999,"Newbury",2001-12-01,2003-03-01,"Shaw cum Donnington","",,,"","","West Berkshire 012D","Rural village",South East,94,,E01016324,,E02003378,"Newbury North West",E04001187,E00082459,E14000830,26905,5,1,2021-09-22,"Newbury Racecourse",3.1482,RG,RG14,"Thames Valley","",9C3WCPG4+72,49100,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2WF,No,51.400009,-1.322251,447245,166993,SU472669,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",2001-12-01,2007-04-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,80,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082570,E14000830,17784,1,1,2021-09-22,"Newbury",0.265535,RG,RG14,"Thames Valley","",9C3WCM2H+23,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2WG,No,51.425627,-1.294904,449120,169860,SU491698,"","West Berkshire","Newbury Speen",E06000037,E05012144,England,E99999999,"Newbury",2002-06-01,2005-10-01,"Shaw cum Donnington","",,,"","","West Berkshire 012D","Rural village",South East,94,,E01016324,,E02003378,"Newbury North West",E04001187,E00082459,E14000830,26905,5,1,2021-09-22,"Newbury Racecourse",3.1482,RG,RG14,"Thames Valley","",9C3WCPG4+72,49100,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2WL,No,51.425627,-1.294904,449120,169860,SU491698,"","West Berkshire","Newbury Speen",E06000037,E05012144,England,E99999999,"Newbury",2003-01-01,2003-03-01,"Shaw cum Donnington","",,,"","","West Berkshire 012D","Rural village",South East,94,,E01016324,,E02003378,"Newbury North West",E04001187,E00082459,E14000830,26905,5,1,2021-09-22,"Newbury Racecourse",3.1482,RG,RG14,"Thames Valley","",9C3WCPG4+72,49100,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2WQ,No,51.425627,-1.294904,449120,169860,SU491698,"","West Berkshire","Newbury Speen",E06000037,E05012144,England,E99999999,"Newbury",2003-05-01,2005-05-01,"Shaw cum Donnington","",,,"","","West Berkshire 012D","Rural village",South East,94,,E01016324,,E02003378,"Newbury North West",E04001187,E00082459,E14000830,26905,5,1,2021-09-22,"Newbury Racecourse",3.1482,RG,RG14,"Thames Valley","",9C3WCPG4+72,49100,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2WX,No,51.425627,-1.294904,449120,169860,SU491698,"","West Berkshire","Newbury Speen",E06000037,E05012144,England,E99999999,"Newbury",2002-07-01,2004-03-01,"Shaw cum Donnington","",,,"","","West Berkshire 012D","Rural village",South East,94,,E01016324,,E02003378,"Newbury North West",E04001187,E00082459,E14000830,26905,5,1,2021-09-22,"Newbury Racecourse",3.1482,RG,RG14,"Thames Valley","",9C3WCPG4+72,49100,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2XD,No,51.400009,-1.322251,447245,166993,SU472669,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",2003-06-01,2011-07-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,80,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082570,E14000830,17784,1,1,2021-09-22,"Newbury",0.265535,RG,RG14,"Thames Valley","",9C3WCM2H+23,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2XE,No,51.400009,-1.322251,447245,166993,SU472669,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",2005-04-01,2005-11-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,80,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082570,E14000830,17784,1,1,2021-09-22,"Newbury",0.265535,RG,RG14,"Thames Valley","",9C3WCM2H+23,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2XF,No,51.400009,-1.322251,447245,166993,SU472669,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",2000-12-01,2001-08-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,80,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082570,E14000830,17784,1,1,2021-09-22,"Newbury",0.265535,RG,RG14,"Thames Valley","",9C3WCM2H+23,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2XG,No,51.400009,-1.322251,447245,166993,SU472669,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",2000-06-01,2004-09-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,80,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082570,E14000830,17784,1,1,2021-09-22,"Newbury",0.265535,RG,RG14,"Thames Valley","",9C3WCM2H+23,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2XH,No,51.409633,-1.307415,448267,168073,SU482680,"","West Berkshire","Newbury Clay Hill",E06000037,E05012142,England,E99999999,"Newbury",1999-06-01,2001-04-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 013C","Urban city and town",South East,81,,E01016281,,E02003379,"Newbury Clay Hill",E04001207,E00082248,E14000830,26732,6,1,2021-09-22,"Newbury Racecourse",1.24171,RG,RG14,"Thames Valley","",9C3WCM5V+V2,57400,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2XJ,No,51.400009,-1.322251,447245,166993,SU472669,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",1999-06-01,2002-03-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,80,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082570,E14000830,17784,1,1,2021-09-22,"Newbury",0.265535,RG,RG14,"Thames Valley","",9C3WCM2H+23,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2XL,No,51.409633,-1.307415,448267,168073,SU482680,"","West Berkshire","Newbury Clay Hill",E06000037,E05012142,England,E99999999,"Newbury",1999-06-01,1999-12-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 013C","Urban city and town",South East,81,,E01016281,,E02003379,"Newbury Clay Hill",E04001207,E00082248,E14000830,26732,6,1,2021-09-22,"Newbury Racecourse",1.24171,RG,RG14,"Thames Valley","",9C3WCM5V+V2,57400,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2XN,No,51.409633,-1.307415,448267,168073,SU482680,"","West Berkshire","Newbury Clay Hill",E06000037,E05012142,England,E99999999,"Newbury",1998-12-01,2001-04-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 013C","Urban city and town",South East,81,,E01016281,,E02003379,"Newbury Clay Hill",E04001207,E00082248,E14000830,26732,6,1,2021-09-22,"Newbury Racecourse",1.24171,RG,RG14,"Thames Valley","",9C3WCM5V+V2,57400,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2XP,No,51.400009,-1.322251,447245,166993,SU472669,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",1998-12-01,2002-09-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,80,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082570,E14000830,17784,1,1,2021-09-22,"Newbury",0.265535,RG,RG14,"Thames Valley","",9C3WCM2H+23,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2XQ,No,51.409633,-1.307415,448267,168073,SU482680,"","West Berkshire","Newbury Clay Hill",E06000037,E05012142,England,E99999999,"Newbury",1999-12-01,2000-09-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 013C","Urban city and town",South East,81,,E01016281,,E02003379,"Newbury Clay Hill",E04001207,E00082248,E14000830,26732,6,1,2021-09-22,"Newbury Racecourse",1.24171,RG,RG14,"Thames Valley","",9C3WCM5V+V2,57400,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2XR,No,51.400009,-1.322251,447245,166993,SU472669,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",1998-06-01,2003-06-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,80,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082570,E14000830,17784,1,1,2021-09-22,"Newbury",0.265535,RG,RG14,"Thames Valley","",9C3WCM2H+23,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2XS,No,51.409633,-1.307415,448267,168073,SU482680,"","West Berkshire","Newbury Clay Hill",E06000037,E05012142,England,E99999999,"Newbury",1998-06-01,2001-05-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 013C","Urban city and town",South East,81,,E01016281,,E02003379,"Newbury Clay Hill",E04001207,E00082248,E14000830,26732,6,1,2021-09-22,"Newbury Racecourse",1.24171,RG,RG14,"Thames Valley","",9C3WCM5V+V2,57400,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2XT,No,51.409633,-1.307415,448267,168073,SU482680,"","West Berkshire","Newbury Clay Hill",E06000037,E05012142,England,E99999999,"Newbury",1997-12-01,1999-06-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 013C","Urban city and town",South East,81,,E01016281,,E02003379,"Newbury Clay Hill",E04001207,E00082248,E14000830,26732,6,1,2021-09-22,"Newbury Racecourse",1.24171,RG,RG14,"Thames Valley","",9C3WCM5V+V2,57400,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2XU,No,51.409633,-1.307415,448267,168073,SU482680,"","West Berkshire","Newbury Clay Hill",E06000037,E05012142,England,E99999999,"Newbury",1997-06-01,2000-09-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 013C","Urban city and town",South East,81,,E01016281,,E02003379,"Newbury Clay Hill",E04001207,E00082248,E14000830,26732,6,1,2021-09-22,"Newbury Racecourse",1.24171,RG,RG14,"Thames Valley","",9C3WCM5V+V2,57400,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2XW,No,51.400009,-1.322251,447245,166993,SU472669,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",1998-12-01,2003-03-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,80,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082570,E14000830,17784,1,1,2021-09-22,"Newbury",0.265535,RG,RG14,"Thames Valley","",9C3WCM2H+23,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2XX,No,51.409633,-1.307415,448267,168073,SU482680,"","West Berkshire","Newbury Clay Hill",E06000037,E05012142,England,E99999999,"Newbury",1997-06-01,1998-06-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 013C","Urban city and town",South East,81,,E01016281,,E02003379,"Newbury Clay Hill",E04001207,E00082248,E14000830,26732,6,1,2021-09-22,"Newbury Racecourse",1.24171,RG,RG14,"Thames Valley","",9C3WCM5V+V2,57400,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2XY,No,51.400009,-1.322251,447245,166993,SU472669,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",1997-06-01,2003-03-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,80,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082570,E14000830,17784,1,1,2021-09-22,"Newbury",0.265535,RG,RG14,"Thames Valley","",9C3WCM2H+23,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2XZ,No,51.409633,-1.307415,448267,168073,SU482680,"","West Berkshire","Newbury Clay Hill",E06000037,E05012142,England,E99999999,"Newbury",2003-06-01,2003-07-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 013C","Urban city and town",South East,81,,E01016281,,E02003379,"Newbury Clay Hill",E04001207,E00082248,E14000830,26732,5,1,2021-09-22,"Newbury Racecourse",1.24171,RG,RG14,"Thames Valley","",9C3WCM5V+V2,57400,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2YA,No,51.409633,-1.307415,448267,168073,SU482680,"","West Berkshire","Newbury Clay Hill",E06000037,E05012142,England,E99999999,"Newbury",1997-06-01,2001-02-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 013C","Urban city and town",South East,81,,E01016281,,E02003379,"Newbury Clay Hill",E04001207,E00082248,E14000830,26732,6,1,2021-09-22,"Newbury Racecourse",1.24171,RG,RG14,"Thames Valley","",9C3WCM5V+V2,57400,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2YB,No,51.409633,-1.307415,448267,168073,SU482680,"","West Berkshire","Newbury Clay Hill",E06000037,E05012142,England,E99999999,"Newbury",1996-12-01,1998-06-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 013C","Urban city and town",South East,81,,E01016281,,E02003379,"Newbury Clay Hill",E04001207,E00082248,E14000830,26732,6,1,2021-09-22,"Newbury Racecourse",1.24171,RG,RG14,"Thames Valley","",9C3WCM5V+V2,57400,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2YD,No,51.400009,-1.322251,447245,166993,SU472669,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",1996-12-01,2001-10-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,80,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082570,E14000830,17784,1,1,2021-09-22,"Newbury",0.265535,RG,RG14,"Thames Valley","",9C3WCM2H+23,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2YE,No,51.409633,-1.307415,448267,168073,SU482680,"","West Berkshire","Newbury Clay Hill",E06000037,E05012142,England,E99999999,"Newbury",1996-12-01,1998-12-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 013C","Urban city and town",South East,81,,E01016281,,E02003379,"Newbury Clay Hill",E04001207,E00082248,E14000830,26732,6,1,2021-09-22,"Newbury Racecourse",1.24171,RG,RG14,"Thames Valley","",9C3WCM5V+V2,57400,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2YF,No,51.409633,-1.307415,448267,168073,SU482680,"","West Berkshire","Newbury Clay Hill",E06000037,E05012142,England,E99999999,"Newbury",1996-12-01,1998-06-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 013C","Urban city and town",South East,81,,E01016281,,E02003379,"Newbury Clay Hill",E04001207,E00082248,E14000830,26732,6,1,2021-09-22,"Newbury Racecourse",1.24171,RG,RG14,"Thames Valley","",9C3WCM5V+V2,57400,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2YG,No,51.400009,-1.322251,447245,166993,SU472669,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",1996-12-01,2003-03-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,80,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082570,E14000830,17784,1,1,2021-09-22,"Newbury",0.265535,RG,RG14,"Thames Valley","",9C3WCM2H+23,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2YH,No,51.400009,-1.322251,447245,166993,SU472669,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",1995-07-01,2008-12-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,80,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082570,E14000830,17784,1,1,2021-09-22,"Newbury",0.265535,RG,RG14,"Thames Valley","",9C3WCM2H+23,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2YJ,No,51.400009,-1.322251,447245,166993,SU472669,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",1995-07-01,2012-05-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,80,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082570,E14000830,17784,1,1,2021-09-22,"Newbury",0.265535,RG,RG14,"Thames Valley","",9C3WCM2H+23,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2YL,No,51.409805,-1.295435,449100,168100,SU491681,"","West Berkshire","Newbury Clay Hill",E06000037,E05012142,England,E99999999,"Newbury",1995-07-01,1996-06-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 013D","Urban city and town",South East,92,,E01016282,,E02003379,"Newbury Clay Hill",E04001207,E00082250,E14000830,31152,8,1,2021-09-22,"Newbury Racecourse",1.52431,RG,RG14,"Thames Valley","",9C3WCP53+WR,57400,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2YN,No,51.400009,-1.322251,447245,166993,SU472669,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",1995-07-01,2003-03-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,80,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082570,E14000830,17784,1,1,2021-09-22,"Newbury",0.265535,RG,RG14,"Thames Valley","",9C3WCM2H+23,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2YP,No,51.409805,-1.295435,449100,168100,SU491681,"","West Berkshire","Newbury Clay Hill",E06000037,E05012142,England,E99999999,"Newbury",1995-07-01,1996-12-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 013D","Urban city and town",South East,92,,E01016282,,E02003379,"Newbury Clay Hill",E04001207,E00082250,E14000830,31152,8,1,2021-09-22,"Newbury Racecourse",1.52431,RG,RG14,"Thames Valley","",9C3WCP53+WR,57400,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2YQ,No,51.409633,-1.307415,448267,168073,SU482680,"","West Berkshire","Newbury Clay Hill",E06000037,E05012142,England,E99999999,"Newbury",1996-06-01,1999-06-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 013C","Urban city and town",South East,81,,E01016281,,E02003379,"Newbury Clay Hill",E04001207,E00082248,E14000830,26732,6,1,2021-09-22,"Newbury Racecourse",1.24171,RG,RG14,"Thames Valley","",9C3WCM5V+V2,57400,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2YR,No,51.409805,-1.295435,449100,168100,SU491681,"","West Berkshire","Newbury Clay Hill",E06000037,E05012142,England,E99999999,"Newbury",1995-07-01,1996-06-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 013D","Urban city and town",South East,92,,E01016282,,E02003379,"Newbury Clay Hill",E04001207,E00082250,E14000830,31152,8,1,2021-09-22,"Newbury Racecourse",1.52431,RG,RG14,"Thames Valley","",9C3WCP53+WR,57400,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2YT,No,51.400009,-1.322251,447245,166993,SU472669,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",2001-06-01,2003-03-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,80,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082570,E14000830,17784,1,1,2021-09-22,"Newbury",0.265535,RG,RG14,"Thames Valley","",9C3WCM2H+23,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2YU,No,51.425089,-1.295200,449100,169800,SU491697,"","West Berkshire","Newbury Speen",E06000037,E05012144,England,E99999999,"Newbury",1995-12-01,1996-12-01,"Shaw cum Donnington","",,,"","","West Berkshire 012D","Rural village",South East,96,,E01016324,,E02003378,"Newbury North West",E04001187,E00082459,E14000830,26905,8,1,2021-09-22,"Newbury Racecourse",3.08505,RG,RG14,"Thames Valley","",9C3WCPG3+2W,49100,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2YW,No,51.409633,-1.307415,448267,168073,SU482680,"","West Berkshire","Newbury Clay Hill",E06000037,E05012142,England,E99999999,"Newbury",1995-07-01,1998-12-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 013C","Urban city and town",South East,81,,E01016281,,E02003379,"Newbury Clay Hill",E04001207,E00082248,E14000830,26732,6,1,2021-09-22,"Newbury Racecourse",1.24171,RG,RG14,"Thames Valley","",9C3WCM5V+V2,57400,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2YX,No,51.400009,-1.322251,447245,166993,SU472669,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",1995-07-01,2003-11-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,80,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082570,E14000830,17784,1,1,2021-09-22,"Newbury",0.265535,RG,RG14,"Thames Valley","",9C3WCM2H+23,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 2YY,No,51.400009,-1.322251,447245,166993,SU472669,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",1995-07-01,1997-08-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,80,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082570,E14000830,17784,8,1,2021-09-22,"Newbury",0.265535,RG,RG14,"Thames Valley","",9C3WCM2H+23,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
